country,program,FY1946,FY1947,FY1948,FY1949,FY1950,FY1951,FY1952,FY1953,FY1954,FY1955,FY1956,FY1957,FY1958,FY1959,FY1960,FY1961,FY1962,FY1963,FY1964,FY1965,FY1966,FY1967,FY1968,FY1969,FY1970,FY1971,FY1972,FY1973,FY1974,FY1975,FY1976,FY1976tq,FY1977,FY1978,FY1979,FY1980,FY1981,FY1982,FY1983,FY1984,FY1985,FY1986,FY1987,FY1988,FY1989,FY1990,FY1991,FY1992,FY1993,FY1994,FY1995,FY1996,FY1997,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010
Asia (not specified),Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,404,704","53,634,981","27,788,432","61,935,880","40,139,503","49,887,285","46,067,954","2,822,699","2,962,144","65,979,132","30,694,752","66,479,047","83,387,479","83,889,643","66,250,000"
Asia (not specified),Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,129,532","2,392,903","21,048,495","21,023,507",,,,"47,279","970,465","350,425","233,420","316,267","495,534","426,200",,"166,223","160,009","154,327","148,697","144,921","52,459","194,382","280,078","274,774","392,949","129,339","255,294","375,532","244,576",,,,"31,149",,"104,440",,,
Asia (not specified),"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170,076","5,430,088","13,162,947","16,280,169",,"123,000"
Asia (not specified),Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"239,518","255,616","166,223","44,802",,,,,,,,,"355,204","7,581,218","515,219","826,807","5,163,960","2,586,056","2,268,719","3,964,858","1,691,072","5,065,476","2,697,653","3,125,247","3,674,115"
Asia (not specified),Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,597,156","972,202","1,224,587","1,496,732","2,624,570","2,344,336","2,614,995","3,481,218","1,827,971"
Asia (not specified),Other USAID Assistance,,,,,,"5,814,239","4,183,976","7,546,054","10,170,932","37,673,035","3,278,433","13,276,534","138,703,916","6,047,283","5,375,362","6,479,460","5,243,089","14,383,402","9,097,190","10,613,102","82,057,522","48,770,081","49,669,535","67,555,037","59,467,891","57,515,308","42,243,736","36,024,118","17,751,833","3,760,276","31,891,660","11,439,261","45,125,178","41,775,589","30,057,050","42,158,257","29,862,794","46,159,428","39,880,109","43,092,242","12,027,972","22,933,807","61,579,350","62,598,102","68,760,508","88,679,566","106,394,224","116,487,140","65,827,661","34,577,840","34,301,452","23,146,348","78,784,923","101,419,572",,,,"5,840",-474,,"34,694,750","4,393,152","4,397,623","17,010,637","24,074,809","31,335,539"
Asia (not specified),Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"664,127","496,467","27,974","32,376","12,252","151,141","158,973"
Asia (not specified),Peace Corps,,,,,,,,,,,,,,,,,,,,,,"4,240,877","14,337,598","14,196,348","10,221,044","442,425","422,437","809,531",,,"318,917","309,169","3,412,280",,,,,,,,,,,,"1,296,070",,,,,,,,"1,990,941",,,,,,,,,,,,,
Asia (not specified),Title I,,,,,,,,,,"13,454,655","15,736,476",,,,,,,"14,958,738","14,782,933","14,523,193","2,735,251","2,120,438","1,024,114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia (not specified),Title II,,,,,,,"698,493","6,860","6,781","2,018,198","5,245,492","18,966,477","20,873,098","7,256,739","34,641,224","19,438,380","16,894,398","13,808,066","21,605,825","16,198,946","13,676,254","9,017,164","8,192,913","6,853,410","23,229,645","442,425","422,437","404,765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,609,656","537,952",,,,
Asia (not specified),"Voluntary Contributions to Multilateral Organizations, Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,935,192","113,571,086","87,853,773","117,919,312",,"276,702,877","110,379,840","106,514,504","103,395,251","76,110,662","138,104,062",
Australia,Inactive Programs,,"57,170,936",,"9,800,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"139,890","214,902","113,077","265,993","4,506","99,577"
Australia,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,319"
Austria,Inactive Programs,"619,421,827","856,710,736","1,259,969,118","1,507,724","7,658","7,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460,038","30,076",,,,"2,093,854","3,611,512","5,135,582","4,577,518","4,096,379"
Austria,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,330,281","4,155,258","2,966,674"
Austria,Other USAID Assistance,,,,"2,065,581,301","1,292,661,803","861,960,941","812,347,834","341,630,456","-18,307,678","4,036,397","2,622,746","1,896,648","1,227,468","604,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"618,580","360,852","391,317",,,,,,,,,,,,,,,,,
Austria,Title I,,,,,,,,,,"10,090,992","95,074,543","59,428,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,Title II,,,,,,,"12,572,881","1,372,010","18,307,678","38,345,768","70,158,456","20,230,909","150,364,865","6,047,283","5,972,625","4,712,335","23,308,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"672,585",,,"4,825,817",,"2,158,835","2,517,570","1,112,904","249,178",
Azerbaijan,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"648,152","321,722","1,911,619","1,595,566",,,,
Azerbaijan,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245,043","503,803",
Azerbaijan,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"620,465","879,033","720,856",,"1,021,013",,"299,492"
Azerbaijan,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,504,910","1,342,000"
Azerbaijan,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,267,550",,,,"993,172","1,641,828","479,454","159,092","590,743","261,290","402,999","313,319","869,245","1,432,817",
Azerbaijan,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,847,341","618,836","1,208,609",,"108,861","2,046,664","804,506"
Azerbaijan,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"625,886","1,369,627","2,249,702","1,885,533","1,220,143","3,997,405","2,397,859","1,025,479","3,233,661","2,400,862","1,212,624"
Azerbaijan,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"265,144","1,696,135","954,509","877,740","1,242,092","1,903,999","3,527,311","4,418,537","15,471,172","11,279,520","9,612,519","14,172,992","11,322,305"
Azerbaijan,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,711,571","15,123,417","7,775,894","2,743,507","6,230,013","10,204,929","5,859,128","1,263,901",,"10,101,347","4,474,918","161,119",,"3,578,300",,,
Azerbaijan,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178,101","41,653","391,930","521,320","732,100","257,225",,"276,133","782,339","1,256,334","1,004,032","4,703,267","4,746,229","4,524,951","7,097,735","5,853,740","4,741,015","5,705,776"
Azerbaijan,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,537,784","13,389,381","7,502,922","2,750,642","31,995,784","28,474,244","57,038,236","34,048,674","48,762,974","47,440,330","34,687,077","43,721,965","23,919,664","30,028,867","14,824,901","17,212,282","28,756,254"
Azerbaijan,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,671",
Azerbaijan,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,502,534","1,523,586","1,188,938","1,486,377","1,553,760","1,381,996","2,206,659","2,503,400"
Azerbaijan,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"329,460",,,"6,731,329",,,,,,
Azerbaijan,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,406,749","3,058,579","3,058,060","2,693,627","3,638,842","3,312,018","1,719,789","2,173,541",,,,
"Bahamas, The",Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102,101",,"122,985"
"Bahamas, The",Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,482,713","2,192,118","2,345,775","1,784,365","1,449,206","1,714,136","971,912","951,723","933,697","1,047,863","646,693","1,276,471","1,251,772","1,467,458","1,443,659","1,296,304","1,184,189","1,184,170","9,375","501,310","801,972","139,027","636,330"
"Bahamas, The","Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"816,722","834,244","42,861",,,"385,374"
"Bahamas, The",Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,649",,"36,984",,,,,,,,,,"1,334",,,,,,"14,016","41,246","143,626",,"151,040","1,331,536","5,921,876","3,010,427","6,424,484"
"Bahamas, The",Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,980","17,024","21,518","20,888",,,
"Bahamas, The",Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"601,524","324,828","453,591","55,635","63,478",,,,"10,000"
"Bahamas, The",Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,"4,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",Title II,,,,,,,,,,,"655,687","632,216","613,734",,"5,973",,,,,,"5,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,164,184","1,186,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,016",,,,,
Bahrain,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,388"
Bahrain,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,656,810","1,055,613","810,106",,"412,488","687,750"
Bahrain,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,841","5,077",
Bahrain,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,062","33,172","20,178","70,150","74,243",,,"134,251","34,465","494,579",,"39,000"
Bahrain,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"397,605","38,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"341,843","637,833","618,338","1,011,815","831,120","203,245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,026,745","19,152,109","17,969,666","39,635,672","29,653,257","31,712,639","26,539,795","24,563,512","28,804,713","538,954",,"12,195"
Bangladesh,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,288",,974,,,
Bangladesh,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,750,303","39,667,398","37,827,652","25,942,927","29,025,444","21,236,002","17,813,887","11,597,170","12,516,074","30,069,453","23,728,203","81,982,636"
Bangladesh,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,789","769,712",,"2,544,024","4,108,394","4,943,250","5,660,617","6,676,089","3,522,348","7,831,688","13,146,932","63,503,350",
Bangladesh,Food For Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,488,224",,,,,,"7,964",,"4,564,554"
Bangladesh,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,244,075","34,536,435","39,406,141"
Bangladesh,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"195,661",,,,,"1,075,904","1,444,089","1,061,854","2,766,708","1,280,514"
Bangladesh,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,984","94,994","30,546","35,350",,,"24,574",,,"171,203",,,,,,,"255,253","199,506","5,371,250"
Bangladesh,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,641,794","5,182,746","2,859,529","684,136","1,982,842","1,933,609"
Bangladesh,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,178,777","1,121,770",,"568,135","2,900,739","7,907,732","2,016,712","2,038,659","4,187,951","900,918","1,172,204","1,367,921","624,358","2,502,687","1,854,621","12,499,099"
Bangladesh,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,712,595",,"103,493,144","95,407,141","60,174,839","70,265,880","58,361,822","10,003,896",,"1,803,329","155,369,190",,"44,122,786",,"67,271","73,847","453,018","2,078,343",,,,"2,619,919"
Bangladesh,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,862",,,,,,,,,"115,918",,"13,095","108,170","129,586","130,642","121,260","181,463","737,235","653,375","1,838,719","743,250"
Bangladesh,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,"841,072,779","411,646,381","109,154,888","211,942,857","84,512,898","29,371,075","184,509,398","265,002,166","232,444,960","189,775,985","172,144,653","149,879,180","152,205,322","143,304,077","136,162,045","125,952,779","137,907,208","81,579,161","84,178,939","85,796,732","73,042,963","82,362,697","50,050,233","60,441,797","30,217,201","17,942,988","55,304,923","76,313,656",,,"5,490,880","5,480,178","4,878,143","4,954,665","5,168,873","3,838,638","3,485,755","11,214,365","9,009,472","18,436,584"
Bangladesh,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,953"
Bangladesh,Peace Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"856,222","1,077,342","1,222,981","1,110,377","698,971","1,470,716","1,799,348","1,435,401","422,367",,,,
Bangladesh,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182,050,713","811,194,194","576,282,287",,"189,307,360","216,813,890","226,656,347","175,876,099","108,666,312","128,891,946","115,745,492","126,506,604","170,283,644","144,415,005","151,139,177","74,800,568","128,006,903","74,077,115",,,,,"72,097,087",,,"11,544,117",,,,,,,,,,,,"5,138,040"
Bangladesh,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,365,376","240,430,629","10,197,862","15,382,949","7,972,915",,"57,278,829","56,933,104","74,426,123","6,110,749","46,556,521","68,614,822","64,481,814","89,685,741","63,298,665","56,054,156","35,369,312","25,370,690","36,209,953","33,694,284","34,888,788","8,373,510","48,414,218","36,203,015","42,856,217","45,604,560","47,017,633","49,429,722","63,626,604","29,448,183","85,436,014","30,154,302","45,460,548","38,735,266","27,212,191","32,501,986","37,187,512","80,690,864","32,747,921","53,231,700"
Barbados,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,761","15,000"
Barbados,Global HIV/AIDS Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"268,976",,,,
Barbados,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,556","630,434","146,611","364,308","550,698","1,016,572","719,215","1,359,604","1,507,254","1,984,391","1,142,060","1,704,089","859,967","1,222,882",,,"433,936","1,204,412","1,836,590","152,251","48,406",,
Barbados,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,819","481,419","43,521",,,"418,728"
Barbados,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,214,296","755,397","3,418","318,917",,"1,649,763","1,345,358","563,425","281,307","587,444",,"9,645","113,484","68,474",,,,,"66,361",,"1,449",,"116,629","5,438",,,,,,,,,,,"93,483","69,975","128,262","32,511","76,181"
Barbados,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,245","400,022",,"23,792",,"8,507",,,,,,,,"255,121","268,825","503,278","468,796","487,956","478,839","72,728",,"37,524",
Barbados,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
Barbados,Title II,,,,,,,,,,,,,,,,,,,,,,"530,110",,,,"2,654,553",,"4,048","3,777","3,418","318,917",,"516,293","255,729","172,372","352,225","118,349","94,655",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"810,487","1,460,158","626,638",,,
Belarus,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,094,143","39,500,979","39,962,188","173,401",,,,,,,,,,,,,97,
Belarus,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,846",,"333,810",,,,,
Belarus,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"751,063","611,441",,,"344,703","305,993",,,"306,304",,
Belarus,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,627","104,438",,,
Belarus,"Nonproliferation, Anti-Terrorism, Demining and Related",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,686",,,,"1,780,320","215,181",,,,
Belarus,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"719,032",,,,,"1,690,764","22,493,550"
Belarus,Other Food Aid Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,014,112",,"3,884,679","1,443,832",,,,,,,,,,,,,,
Belarus,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"566,194","522,123","565,660","2,808,177","2,626,227","2,244,336","5,232,613","5,366,398","7,178,154","4,740,896"
Belarus,Other USAID Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,236,921","3,076,784","4,847,221",,"4,132,368","13,164,248","10,787,770","16,850,276","8,788,561","10,388,013","3,068,701","10,723,581","12,283,998","10,011,141","7,861,620","8,176,933","13,211,076"
Belarus,Title I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,780,933","7,089,067","38,182,244","11,638,211","28,553,787",,,,,,,,,,,,,,
Belarus,Title II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,385,042",,,
Belgium,Inactive Programs,"5,648,223","261,109,049","1,558,403",,"5,360,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Migration and Refugee Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"303,223","111,270",,,,,
Belgium,Millennium Challenge Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,042",,
Belgium,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"408,676","467,878","508,171","462,265","416,162",,,"229,765","425,602","404,774",,,"210,592","618,661",,"229,767","346,736","232,455",
Belgium,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,211,808","23,891,705","11,459,626","6,625,513"
Belgium,Other USAID Assistance,,,,"1,967,579,268","1,755,201,927","434,614,370","64,261,394","7,546,054","-1,356,124","6,727","6,557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000","618,888","369,439",
Belgium,Title II,,,,,,,"6,985",,"6,781","6,727","655,687","632,216","6,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187,762",
Belize,Economic Support Fund/Security Support Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,290,915",,"25,227,206","4,489,193","9,255,345",,,,,,,,,,,,,,,,,,,,,,,
Belize,Global Health and Child Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,033","17,945"
Belize,Narcotics Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,343,086","320,017","339,520","297,394","318,825","422,508","152,729",,"149,392","458,440","412,590","702,059","500,709","50,138",,,"272,439","259,213","278,094","200,853","117,382",,"2,366,800"
Belize,Other Active Grant Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,048","3,777","3,418",,"3,092",,,"239,263","16,547","535,800","604,181","106,100","106,042","448,684","336,381","418,592","480,386","516,828","398,164","417,839","415,922","511,831","356,830","353,497","66,693",,,,,,"153,252","160,785","143,626","327,530","118,938",22,,"24,385","1,015,997"
Belize,Other State Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,283",,"51,014","58,465","57,442",,"115,169",
Belize,Other USAID Assistance,,,,,,,,,,,"6,557","632,216","613,734","604,728","597,262","589,042","2,912,827","575,336","2,274,297",,,,,,,,,,,,,,,,,,,,"12,919,126","7,209,016","15,321,924","12,211,874","12,971,207","12,466,761","12,160,656","9,739,597","10,834,067","6,738,806","6,805,505","3,049,026","3,533,611",,,,,,"500,256","355,501","-2,719",,,"1,509","117,286","187,892","60,456","10,000"
Belize,Other USDA Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,752",,,,,,,"12,500"
Belize,Peace Corps,,,,,,,,,,,,,,,,,"582,565","1,150,672","1,137,149","1,675,753","2,188,201","1,060,219","1,024,114","979,059","929,186","884,851","844,875","809,531","1,133,096","1,025,530","956,750","309,169","1,498,436","1,567,731","1,679,984","1,938,419","1,609,553","1,256,696","2,042,908","2,775,704","4,468,819","4,159,857","4,450,114","4,275,268","3,912,211","2,808,757","2,084,733","1,741,945","1,753,835","1,723,061","1,317,456","1,363,198","1,278,393","1,317,960","1,566,230","1,598,513","1,707,143","1,761,264","1,865,499","1,854,500","1,511,508","1,598,788","1,896,822","1,685,066","2,236,887","2,543,300"
Belize,Title II,,,,,,,,,,,"2,622,746","638,538","613,734","604,728","597,262","589,042","1,747,696","1,726,008","2,274,297","1,117,169","547,050","530,110","512,057","489,529","4,646","442,425","844,875","404,765","3,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Child Survival and Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,206,602","12,590,321","17,212,372","9,087,328","7,822,604","8,701,659","9,290,268","8,506,098","10,360,550",,,
Benin,Department of Defense Security Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173,553","176,597","303,582","31,953","25,190",
Benin,Development Assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,154,887","4,786,776","4,484,935","11,490,963","11,769,813","10,238,667","7,892,789","5,115,915","4,632,943","6,248,599","7,214,926","6,187,236"
